Reference,Customer,Part,Description,PONUM,VENDOR,QTY,CODE,ETA,COMPLETE,STATUS,NOTES,PRICE,SUBASSEMBLY,
ET-14073-H,Amazon,Arm Frame 004,Arm Frame 004,,,1,Machine,,checked,MTL IN HOUSE,"WELD-STAINLESS STEEL
MTL COST: $91
LABOR: 1 HR",$141.00 ,3-SIDE ARM 101,checked
ET-14073-H,Amazon,Arm Frame 009,Arm Frame 009,,,1,Machine,,checked,MTL IN HOUSE,"WELD-STAINLESS STEEL
MTL COST: $91
LABOR: 1.5 HR",$166.00 ,3-SIDE ARM 101,checked
ET-14073-H,Amazon,Lift pad back plate,Lift pad back plate,,,4,Machine,,,,STEEL,$0.00 ,3-BOTH ARMS,
ET-14073-H,Amazon,ETP318,Grip Motor,,,1,Inventory,,checked,,,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,ETP234,Grip Motor Plate,,,1,Inventory,,,,,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,ETP235AMAZON,Torque Housing,,,1,Machine,,,,ALUMINUM,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,ETP729,Torque Limiter,,,1,Inventory,,checked,,,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,ETP213,Float Coupler,,,1,Inventory,,checked,,,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Output Shaft,Output Shaft,,,1,Machine,,,,STEEL,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Drive Plate,Drive Plate,,,1,Machine,,,,ALUMINUM,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Drive Plate Inboard,Drive Plate Inboard,,,1,Machine,,,,ALUMINUM,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Reduction Box End,Reduction Box End,,,2,Machine,,,,ALUMINUM,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Inspection Plate,Inspection Plate,,,2,Machine,,,,STAINLESS STEEL,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Inspection Plate Tube,Inspection Plate Tube,,,1,Machine,,,,McMaster - ALUMINUM,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,60355K505,Reduction Box Bearing,,McMaster,4,Order,,,,,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Shaft Spacer half inch,Shaft Spacer half inch,,,3,Machine,,,,ALUMINUM,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,6280K341,Reduction Box Small Sprocket,,McMaster,1,Order,,,MACHINE,Need to broach keyway***,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,6280K129,Reduction Box Big Sprocket,,McMaster,1,Order,,,MACHINE,Need to broach keyway***,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Short Rod,Acme Threaded Rod 5/8-10,,McMaster,1,Machine,,,,STEEL,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,rod,Acme Threaded Rod 5/8-10,,McMaster,1,Machine,,,,STEEL,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,6412K41,Coupler,,McMaster,1,Order,,,,,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,ACME Nut,ACME Nut,,,1,Machine,,,,STEEL,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Back Frame 014,Back Frame 014,,,1,Machine,,,,STEEL,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Back Frame 016,Back Frame 016,,,1,Machine,,,,ALUMINUM,$0.00 ,5-MOTOR ,
ET-14073-H,Amazon,Back Frame 002,Back Frame 002,,,1,Machine,,,,ALUMINUM,$0.00 ,10-FRAME PARTS,
ET-14073-H,Amazon,Back Frame 005,Back Frame 005,,,1,Machine,,,NOT READY,Need to finalize design,$0.00 ,10-FRAME PARTS,
ET-14073-H,Amazon,Arm Frame 018,Arm Frame 018,,,2,Machine,,,NOT READY,Need to finalize design,$0.00 ,10-FRAME PARTS,
ET-14073-H,Amazon,Arm Frame 019,Arm Frame 019,,,2,Machine,,,NOT READY,Need to finalize design,$0.00 ,10-FRAME PARTS,
ET-14073-H,Amazon,Rail,Rail,,Ewellix,2,Order,,checked,,Amazon LLTHR 15-640.0 P5/E20,$84.32 ,10-FRAME PARTS,
ET-14073-H,Amazon,ETP603,Bearing Blocks,,Ewellix,4,Inventory,,checked,,,$32.45 ,10-FRAME PARTS,
ET-14073-H,Amazon,Bearing Backing Plate,Bearing Backing Plate,,,4,Machine,,,,,$0.00 ,10-FRAME PARTS,
ET-14073-H,Amazon,Back Frame 006,Back Frame 006,,,1,Machine,,,,,$0.00 ,10-FRAME PARTS,
ET-14073-H,Amazon,Slide,Slide,,,4,Machine,,,,White Plastic,$0.00 ,10-FRAME PARTS,
ET-14073-H,Amazon,Sensor,Sensor ** and connected parts **,,,4,Order,,,NOT READY,NOT READY,$0.00 ,10-FRAME PARTS,
ET-14110-H,J&B Group,ET220118_A,"FRAME, UPPER SUPPORT",,,1,Machine,,,MTL IN HOUSE,,$0.00 ,1-FRAME WELDMENT,
ET-14110-H,J&B Group,ET220118_B,"FRAME, VERTICAL SUPPORT",,,2,Machine,,,MTL IN HOUSE,,$0.00 ,1-FRAME WELDMENT,
ET-14110-H,J&B Group,ET220118_C,"FRAME, CENTER SUPPORT",,,1,Machine,,,MTL IN HOUSE,,$0.00 ,1-FRAME WELDMENT,
ET-14110-H,J&B Group,ET220118_D,"FRAME, LOWER SUPPORT",,,1,Machine,,,MTL IN HOUSE,,$0.00 ,1-FRAME WELDMENT,
ET-14110-H,J&B Group,ET220118_E,"BLOCK, MOUNT, UPPER SLIDE",,,2,Machine,,,MTL IN HOUSE,,$0.00 ,2-FORK WELDMENT,
ET-14110-H,J&B Group,ET220118_F,"FORK, VERTICAL MEMBER",,,2,Machine,,,MTL IN HOUSE,,$0.00 ,2-FORK WELDMENT,
ET-14110-H,J&B Group,ET220118_G,"BLOCK, MOUNT, LOWER SLIDE",,,2,Machine,,,MTL IN HOUSE,,$0.00 ,2-FORK WELDMENT,
ET-14110-H,J&B Group,ET220118_H,"FORK, LOWER MEMBER",,,2,Machine,,,MTL IN HOUSE,,$0.00 ,2-FORK WELDMENT,
EH-14074-H,Advanced Airfoil ,Arm Plate,Arm Plate,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,2-ARM,
EH-14074-H,Advanced Airfoil ,Arm001,Arm001,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,2-ARM,
EH-14074-H,Advanced Airfoil ,Arm002,Arm002,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,2-ARM,
EH-14074-H,Advanced Airfoil ,Arm003,Arm003,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,2-ARM,
EH-14074-H,Advanced Airfoil ,ET211215F,ET211215F,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,2-ARM,
EH-14074-H,Advanced Airfoil ,ET211215D,ET211215D,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,2-ARM,
EH-14074-H,Advanced Airfoil ,EHP471ET211215,Custom Ergo Chief  Slewring Adapter,,,1,Inventory,,checked,,**Modify from existing part,$0.00 ,3-HEAD,
EH-14074-H,Advanced Airfoil ,Limit Switch Mount,Limit Switch Mount,,,1,Machine,,checked,,,$0.00 ,3-HEAD,
EH-14074-H,Advanced Airfoil ,Limit Switch Cam B,Limit Switch Cam B,,,1,Machine,,checked,,,$0.00 ,3-HEAD,
EH-14074-H,Advanced Airfoil ,Limit Switch Cam A,Limit Switch Cam A,,,1,Machine,,checked,,,$0.00 ,3-HEAD,
EH-14074-H,Advanced Airfoil ,ET211215N,ET211215N,,,1,Machine,,checked,,,$0.00 ,3-HEAD,
EH-14074-H,Advanced Airfoil ,Limit Switches,Limit Switches,,Automation Direct,2,Order,,,Ordered,,$0.00 ,3-HEAD,
EH-14074-H,Advanced Airfoil ,Shaft,Clasp Shaft,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,Spring Arm,Clasp Spring Arm,,,1,Machine,,checked,,STEEL-WELD,$0.00 ,4-CLASP,
ET-14116-TK,Tesla,ET220504-E01,Back Plate,,,1,Machine,,,,Steel,$73.00 ,TESLA FORK,
ET-14116-TK,Tesla,1/2-20 NUT,1/2-20 NUT,,,1,Machine,,,,Steel,$0.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET220504-A01,Fork Back Plate,,,1,Machine,,,,Steel,$66.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET210402-A07,Fork Left Front Gusset,,,1,Machine,,,,Steel,$35.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET210402-A06,Fork Right Front Gusset,,,1,Machine,,,,Steel,$35.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET210402-A05,Fork Side Gusset,,,2,Machine,,,,Steel,$35.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET210402-A04,Fork Tine Left,,,1,Machine,,,,Steel,$35.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET210402-A03,Fork Tine Right,,,1,Machine,,,,Steel,$35.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET210402-A02,Fork Support,,,1,Machine,,,,Steel,$0.00 ,TESLA FORK,
ET-14116-TK,Tesla,PUSH13,Fork Back Rod,,,1,Machine,,,,Steel,$0.00 ,TESLA FORK,
ET-14116-TK,Tesla,POWDERCOATING,GLOSS WHITE,,,1,Order,,,,,$0.00 ,TESLA FORK,
ET-14116-TK,Tesla,ET210402-D02,Tesla Elevator Front Angle,,,1,Machine,,,,Aluminum,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,ET210402-D01,Tesla Elevator Rear Angle,,,1,Machine,,,,Aluminum,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,6243T721,Grip Material,,McMaster,2,Order,,,,"*We might have enough... 4* 12.75""",$5.00 ,ELEVATOR,
ET-14116-TK,Tesla,ROFO005,Tesla Elevator Cam,,,4,Machine,,checked,,Aluminum,$50.00 ,ELEVATOR,checked
ET-14116-TK,Tesla,EIP486,6831K110-Cam Follower,,,4,Inventory,,,,,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,ET210402-D03,Tesla Elevator Rack Stringer,,,2,Machine,,,,Aluminum,$42.50 ,ELEVATOR,
ET-14116-TK,Tesla,ET210402-D04,Tesla Elevator Radius Arm,,,2,Machine,,,,Aluminum,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,ROFO011,Tesla Elevator Stop Blocks,,,2,Machine,,,,Plastic,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,ET210402-D05,Tesla Elevator Latch Mount Left,,,1,Machine,,checked,,Aluminum,$90.00 ,ELEVATOR,checked
ET-14116-TK,Tesla,ET210402-D06,Tesla Elevator Latch Mount Right,,,1,Machine,,checked,,Aluminum,$90.00 ,ELEVATOR,checked
ET-14116-TK,Tesla,ET210402-D07,Tesla Elevator Latch Block,,,1,Machine,,checked,,Aluminum,$75.00 ,ELEVATOR,checked
ET-14116-TK,Tesla,ROFO010,Tesla Elevator Latch Plate,,,1,Machine,,checked,,Aluminum,$75.00 ,ELEVATOR,checked
ET-14116-TK,Tesla,ROFO009,Tesla Elevator Latch Tongue,,,1,Machine,,checked,,Aluminum,$75.00 ,ELEVATOR,checked
ET-14116-TK,Tesla,ROFO008,Tesla Elevator Latch Pawl,,,1,Machine,,,,Aluminum,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,ET210402-C06,Tesla Elevator Spacer Rod,,,1,Machine,,,,Aluminum,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,ETP845,Rubber Bumper,,,1,Inventory,,,,,$0.00 ,ELEVATOR,
ET-14116-TK,Tesla,LA03,Tesla Fork Pin,,,1,Machine,,,,Steel,$0.00 ,FORK,
ET-14116-TK,Tesla,ROFO013,Tesla Fork Radius Arm Mount,,,2,Machine,,,,Aluminum,$0.00 ,FORK,
ET-14116-TK,Tesla,Tube Caps,Tube Caps,,McMaster,2,Order,,,,,$0.00 ,FORK,
ET-14116-TK,Tesla,5872K25,Protective Cover,,McMaster,2,Order,,,,,$27.29 ,FORK,
ET-14116-TK,Tesla,5872K26,Protective Cover 1.9,,McMaster,,Order,,,,,$30.36 ,FORK,
ET-14116-TK,Tesla,Roller,2282T13 - Roller,,McMaster,4,Order,,,,,$11.99 ,FORK,
ET-14116-TK,Tesla,Big Roller,2277T13 - Roller,,McMaster,1,Order,,,,,$17.51 ,FORK,
ET-14116-TK,Tesla,ROFO016,Fork Latch Pivot,,,1,Machine,,checked,,Aluminum,$75.00 ,FORK,checked
ET-14116-TK,Tesla,ROFO017,Fork Latch Spacer,,,1,Machine,,,,Aluminum,$0.00 ,FORK,
ET-14116-TK,Tesla,ROFO018,Fork Latch Lever,,,1,Machine,,checked,,Aluminum,$75.00 ,FORK,checked
ET-14116-TK,Tesla,ROFO015,Fork Latch Crossbar,,,1,Machine,,checked,,Aluminum,$50.00 ,FORK,checked
ET-14116-TK,Tesla,ROFO014,Fork Latch Outer,,,2,Machine,,checked,,Aluminum,$100.00 ,FORK,checked
ET-14116-TK,Tesla,PUSH31,Fork Side Blocks,,,2,Machine,,checked,,Aluminum,$60.00 ,FORK,checked
ET-14116-TK,Tesla,PUSH14,Pin Support,,,2,Machine,,checked,,Aluminum,$75.00 ,FORK,checked
ET-14116-TK,Tesla,ETP289,IGUS Bushings,,,2,Inventory,,,,**Wasn't ordered thru SAGE as part...,$0.00 ,FORK,
ET-14116-TK,Tesla,PUSH25,Distal Arm Left Side,,,1,Machine,,,,Aluminum,$44.08 ,DISTAL ARM,
ET-14116-TK,Tesla,PUSH26,Distal Arm Right Side,,,1,Machine,,,,Aluminum,$44.08 ,DISTAL ARM,
ET-14116-TK,Tesla,PUSH27,Distal Arm Pivot Block,,,1,Machine,,checked,,Aluminum,$75.00 ,DISTAL ARM,checked
ET-14116-TK,Tesla,PUSH35,Distal Arm Pivot Block Bushings,,,2,Machine,,,,Aluminum,$0.00 ,DISTAL ARM,
ET-14116-TK,Tesla,PUSH28,Distal Arm Spacer,,,2,Machine,,checked,,Aluminum,$75.00 ,DISTAL ARM,checked
ET-14116-TK,Tesla,PUSH33,Distal Arm Rod,,,1,Machine,,,,Aluminum,$0.00 ,DISTAL ARM,
ET-14116-TK,Tesla,PUSH29,Distal Arm Latch Stop,,,1,Machine,,,,White Plastic,$0.00 ,DISTAL ARM,
ET-14116-TK,Tesla,PUSH30,Distal Arm Axle Cap,,,2,Machine,,checked,,Aluminum,$60.00 ,DISTAL ARM,checked
ET-14116-TK,Tesla,2781T71,Distal Arm Rollers,,McMaster,4,Order,,,,,$1.00 ,DISTAL ARM,
ET-14116-TK,Tesla,ETP289,IGUS Bushings,,,2,Inventory,,,,,$0.00 ,DISTAL ARM,
ET-14116-TK,Tesla,PUSH21,Control Arm Pivot Block,,,2,Machine,,checked,,Aluminum,$75.00 ,CONTROL ARM,checked
ET-14116-TK,Tesla,PUSH20,Control Arm Spacer,,,1,Machine,,checked,,Aluminum,$75.00 ,CONTROL ARM,checked
ET-14116-TK,Tesla,PUSH36,Control Arm Pivot Pin B,,,1,Machine,,,,Steel,$0.00 ,CONTROL ARM,
ET-14116-TK,Tesla,PUSH37,Control Arm Pivot Pin A,,,1,Machine,,,,Steel,$0.00 ,CONTROL ARM,
ET-14116-TK,Tesla,ROFO022,Motor Assembly Pivot Block A,,,1,Machine,,checked,,Aluminum,$100.00 ,CONTROL ARM,checked
ET-14116-TK,Tesla,ROFO021,Motor Assembly Pivot Block B,,,1,Machine,,checked,,Aluminum,$90.00 ,CONTROL ARM,checked
ET-14116-TK,Tesla,M1-D024-0100-A06-LN,Push Off Actuator,SO20828226,ZORO,1,Order,,checked,[Remove],PAID IN FULL 2/27/22. DB,$0.00 ,CONTROL ARM,
ET-14116-TK,Tesla,ET210402-C04,Control Arm Left,,,1,Machine,,,,Aluminum,$41.50 ,CONTROL ARM,
ET-14116-TK,Tesla,ET210402-C05,Control Arm Right,,,1,Machine,,,,Aluminum,$41.50 ,CONTROL ARM,
ET-14116-TK,Tesla,ETP289,IGUS Bushings,,,2,Inventory,,,,,$0.00 ,CONTROL ARM,
ET-14116-TK,Tesla,PUSH34,Control Arm Rod,,,1,Machine,,,,Aluminum,$0.00 ,CONTROL ARM,
ET-14116-TK,Tesla,PUSH24,Proximal Arm Spacer,,,2,Machine,,checked,,Aluminum,$75.00 ,PROXIMAL ARM,checked
ET-14116-TK,Tesla,ET210402-C01,Proximal Arm Left,,,1,Machine,,,,Aluminum,$41.43 ,PROXIMAL ARM,
ET-14116-TK,Tesla,ET210402-C02,Proximal Arm Right,,,1,Machine,,,,Aluminum,$41.43 ,PROXIMAL ARM,
ET-14116-TK,Tesla,PUSH38,Proximal Arm Pivot Pin,,,1,Machine,,,,Steel,$0.00 ,PROXIMAL ARM,
ET-14116-TK,Tesla,ETP289,IGUS Bushings,,,4,Inventory,,,,,$0.00 ,PROXIMAL ARM,
ET-14116-TK,Tesla,ETP398,Panel  Connector 4282-4SG-300,,,1,Inventory,,,,,$0.00 ,FORK,
ET-14116-TK,Tesla,ETP399,Cable End  Connect.3282-4PG-3X,,,1,Inventory,,,,,$0.00 ,FORK,
ET-14116-TK,Tesla,ETP998,Heavy Retract Power Cord-4/C,,,1,Inventory,,,,,$0.00 ,FORK,
ET-14116-TK,Tesla,3114T66,Latch Spring,,McMaster,1,Order,,,,,$1.00 ,FORK,
ET-14116-TK,Tesla,98837A031,"3/8""-16 Tie Rod",,McMaster,1,Order,,,,,$3.00 ,FORK,
ET-14116-TK,Tesla,7432K63,UV-Resistant Spiral Sleeving (TIE-ROD PROTECTOR) 10 FT,,McMaster,1,Order,,,,**10 ft length,$7.00 ,FORK,
ET-210204,John Deere,JD010,"CHANNEL, TOP MOUNT",,,1,Machine,,,,Steel,$0.00 ,1 - FRAME MOUNT,
ET-210204,John Deere,JD014,"GUSSET, MOUNT",,,2,Machine,,,,Steel,$0.00 ,1 - FRAME MOUNT,
ET-210204,John Deere,JD016,"CHANNEL, VERTICAL MOUNT",,,1,Machine,,,,Steel,$0.00 ,1 - FRAME MOUNT,
ET-210204,John Deere,JD020,"CHANNEL, BOTTOM MOUNT",,,1,Machine,,,,Steel,$0.00 ,1 - FRAME MOUNT,
ET-210204,John Deere,JD012,"ROD, PIN",,,1,Machine,,,,Steel,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD013,"PLATE, PIN MOUNT",,,1,Machine,,,,Steel,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD001,"PLATE, MOUNT, BOTTOM",,,1,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD002,"PLATE, GRIPPER, SWING ARM, UPPER",,,1,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD003,"SPACER, MOVABLE JAW",,,1,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD004,"PLATE, MOUNT, TOP",,,1,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD005,"PLATE, GRIPPER, SWING ARM, LOWER",,,1,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD006,"PLATE, GRIPPER, FIXED ARM, UPPER",,,2,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD007,"BLOCK, SPACER",,,1,Machine,,checked,,6061-T6,$0.00 ,2 - GRIP,checked
ET-210204,John Deere,JD008,"SPACER, RIGHT GRIPPER",,,1,Machine,,checked,,6061-T6,$0.00 ,2 - GRIP,checked
ET-210204,John Deere,JD009,"PLATE, MOUNT, TOP",,,1,Machine,,checked,,6061-T6,$0.00 ,2 - GRIP,checked
ET-210204,John Deere,JD015,"JAW, GRIPPER",,,1,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD017,"ROD, SHAFT",,,2,Machine,,,,Steel,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD018,"JAW, GRIPPER",,,1,Machine,,,,6061-T6,$0.00 ,2 - GRIP,
ET-210204,John Deere,JD019,"PLATE, MOUNT, BOTTOM",,,1,Machine,,checked,,6061-T6,$0.00 ,2 - GRIP,checked
ET-210204,John Deere,JD021,"PIN, SHAFT",,,1,Machine,,,,"Steel
",$0.00 ,2 - GRIP,
ET-210204,John Deere,JD022,"PIN, SHAFT",,,1,Machine,,,,Steel,$0.00 ,2 - GRIP,
ET-14100-H,Advanced Airfoil ,ET220416A,BACK PLATE,,,1,Machine,,,,6061-T6,$0.00 ,1-ADJUSTABLE FORKS,
EH-14074-H,Advanced Airfoil ,ET211215E,Clasp Back Plate,,,1,Machine,,checked,,STEEL,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,Wedge,Clasp Wedge Left,,,1,Machine,,checked,,STEEL ,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,Wedge Spring Side,Clasp Wedge Right,,,1,Machine,,checked,,STEEL,$0.00 ,4-CLASP,
ET-14100-H,Advanced Airfoil ,ET220146B,SLIDE BLOCK,,,1,Machine,,,,6061-T6,$0.00 ,1-ADJUSTABLE FORKS,
EH-14074-H,Advanced Airfoil ,ET211215P,Clasp Hook,,,2,Machine,,checked,,STEEL,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,ET211215C,Clasp Hook Rod,,,1,Machine,,checked,,STEEL,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,ET211215A,Clasp Pivot Block,,,1,Machine,,checked,,ALUMINUM,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,ET211215B,Clasp Push Link,,,1,Machine,,checked,,ALUMINUM,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,375PIN,Clasp Pin,,McMaster,4,Order,,checked,,,$0.00 ,4-CLASP,
EH-14074-H,Advanced Airfoil ,MFI_1214_12_1,IGUS Bushings,,IGUS,2,Order,,checked,,,$0.00 ,4-CLASP,
ET-14100-H,Advanced Airfoil ,ET220146B,"SLIDE BLOCK, LOCKABLE",,,1,Machine,,,,6061-T6,$0.00 ,1-ADJUSTABLE FORKS,
ET-14100-H,Advanced Airfoil ,ET220146C,FORK ROD,,,2,Machine,,,,STAINLESS STEEL,$0.00 ,1-ADJUSTABLE FORKS,
ET-14100-H,Advanced Airfoil ,ET220146D,LOCK COLLAR,,,2,Machine,,,,6061-T6,$0.00 ,1-ADJUSTABLE FORKS,
ET-14100-H,Advanced Airfoil ,ET220146E,LOCKING BLOCK,,,1,Machine,,,,6061-T6,$0.00 ,1-ADJUSTABLE FORKS,
ET-14100-H,Advanced Airfoil ,ET220146F,SLIDING ROD HOLDER,,,2,Machine,,,,6061-T6,$0.00 ,1-ADJUSTABLE FORKS,
ET-14100-H,Advanced Airfoil ,ET220146G,SLIDING ROD WITH LOCK NOTCHES,,,1,Machine,,,,STAINLESS STEEL,$0.00 ,1-ADJUSTABLE FORKS,
EH-14074-H,Advanced Airfoil ,6303K57,Lever Handle,,McMaster,1,Order,,checked,,,$0.00 ,4-CLASP,
ET-14100-H,Advanced Airfoil ,ET220146G,SLIDING ROD,,,1,Machine,,,,STAINLESS STEEL,$0.00 ,1-ADJUSTABLE FORKS,
ET-14100-H,Advanced Airfoil ,ET220146H,TURN MOUNT,,,2,Machine,,,,6061-T6,$0.00 ,1-ADJUSTABLE FORKS,
EH-14074-H,Advanced Airfoil ,1832K21,Extension Spring,,McMaster,1,Order,,checked,,,$0.00 ,4-CLASP,
ET-14100-H,Advanced Airfoil ,ET220146J,NEOPRENE PADDING,,,3,Order,,,,NEOPRENE,$0.00 ,1-ADJUSTABLE FORKS,
ET-14073-H,Amazon,Frame Assembly 104,Frame Assembly 104,,,1,Print,,checked,,,$0.00 ,10-FRAME PARTS,
ET-14121-H,Keysight,ET220516-F01,Fork Assembly Back,,,1,Machine,,checked,,Steel,$0.00 ,1 - FORK WELDMENT,
ET-14121-H,Keysight,ET220516-F02,Fork Assembly Cross Bar,,,1,Machine,,checked,,Steel,$0.00 ,1 - FORK WELDMENT,
ET-14121-H,Keysight,ET220516-F03,Fork Assembly Tine,,,2,Machine,,checked,,Steel,$0.00 ,1 - FORK WELDMENT,
ET-14121-H,Keysight,FORK-ET220516,FORK-ET220516,,,1,Order,,checked,,,$0.00 ,1 - FORK WELDMENT,
ET-14202-H,Wheeler,ET210706 Turn Shaft,ET210706 Turn Shaft,,,2,Machine,,checked,,STEEL,$0.00 ,1-TURN,
ET-14202-H,Wheeler,HYDCYL006_Rev_C,Turn Shaft Support,,,2,Machine,,checked,,STEEL,$0.00 ,2-GRIP,
ET-210204,John Deere,JD102,Weldment,,Dan Kuntz,1,Order,,,,,$0.00 ,2 - GRIP,
ET-210204,John Deere,6338K418,Oil-Embedded Flanged Sleeve Bearings,,McMaster-Carr,2,Order,,,,,$2.24 ,2 - GRIP,
ET-210204,John Deere,6338K438,Oil-Embedded Flanged Sleeve Bearings,,McMaster-Carr,2,Order,,,,,$9.88 ,2 - GRIP,
ET-210204,John Deere,98320A525,Ring-Grip Quick-Release Pins,,McMaster-Carr,1,Order,,,,,$3.28 ,2 - GRIP,
ET-210204,John Deere,ETP289,,,,2,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP818,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP832,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP843,,,,2,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP876,,,,4,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP318,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,SGL013,,,,1,Machine,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP234,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP235,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP729,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP213,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP269,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP221,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP210,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP215,,,,1,Inventory,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ACME SHAFT,,,,1,Machine,,,,,$0.00 ,3 - MOTOR ASSM,
ET-210204,John Deere,ETP822,,,,2,Inventory,,,,,$0.00 ,4 - PROXIMAL LINK,
ET-210204,John Deere,ETP831,,,,2,Inventory,,,,,$0.00 ,4 - PROXIMAL LINK,
ET-14203-H,Sharp,Frame Weldment,"Frame Weldment, Modification",,,1,Repair,,,,Stainless,,1-Frame,
ET-14203-H,Sharp,ET220704D,Lifting Lug,,,2,Machine,,,,Stainless,,1-Frame,
ET-14203-H,Sharp,"Fork Weldment, Left/Right","Fork Weldment, Left/right",,,2,Order,,,,Strainless,,2-Fork,
ET-14203-H,Sharp,ET220201B,Mounting Plate Fork,,,2,Machine,,,,Stainless,,2-Fork,
ET-14203-H,Sharp,ET220201A,Fork,,,2,Machine,,,,Stainless,,2-Fork,
ET-14203-H,Sharp,ET220201K,Wear Plate,,,2,Machine,,,,HDPE,,2-Fork,
ET-14203-H,Sharp,"Weldment, Center Rod","Weldment, Center Rod",,,1,Order,,,,Stainless,,3-Center Rod,
